2.116	9.648	3.059	1.309	2.113	1.309	93.310
2.240	10.480	3.300	1.037	2.251	1.037	94.251
2.807	2.043	0.754	1.996	2.813	1.996	66.905
1.892	4.262	1.513	1.992	1.887	1.992	72.387
1.813	7.820	2.620	1.478	1.813	1.905	85.864
2.176	10.344	3.228	1.580	2.201	2.508	99.613
3.505	3.781	1.252	1.985	3.530	3.439	86.134
2.143	13.359	4.211	1.997	2.165	2.394	116.974
1.704	0.773	0.427	1.499	1.735	1.865	63.691
1.349	2.078	0.787	1.885	1.375	1.885	61.363
1.560	1.621	0.635	1.799	1.569	2.122	63.027
2.097	0.617	0.334	1.394	2.086	1.394	56.560
2.327	15.676	4.898	1.508	2.311	1.508	119.924
1.898	7.469	2.397	0.398	1.883	0.816	80.243
1.376	1.250	0.547	1.997	1.377	2.396	60.318
0.978	4.957	1.636	1.403	1.008	1.403	68.007
1.756	0.320	0.291	1.831	1.757	5.842	73.396
1.653	10.137	3.236	1.975	1.640	2.779	99.473
1.717	15.879	4.912	1.541	1.745	1.541	115.179
1.773	3.887	1.377	1.516	1.786	1.987	71.168
1.440	1.234	0.558	1.066	1.430	1.429	55.908
2.297	4.324	1.493	1.696	2.301	1.696	33.630
2.255	4.289	1.451	0.585	2.273	1.395	75.956
1.745	3.895	1.364	1.261	1.755	1.684	71.102
1.820	6.379	2.125	1.126	1.830	1.126	9731.575
1.681	0.211	0.180	1.990	1.677	1.990	55.480
1.856	5.844	1.870	1.324	1.860	1.652	77.154
2.543	5.066	1.746	1.996	2.586	1.996	80.485
1.695	13.082	4.128	1.994	1.710	2.415	110.220
2.229	10.422	3.314	1.864	2.212	2.182	101.354
3.804	1.316	0.567	1.693	3.820	2.656	75.006
2.257	5.992	2.016	1.954	2.317	2.267	86.531
1.433	10.285	3.234	1.954	1.407	1.954	96.420
0.954	14.441	4.473	1.701	0.954	1.701	121.068
1.811	3.102	1.141	1.975	1.814	1.975	36.749
1.774	0.176	0.201	0.647	1.759	0.647	49.613
2.433	7.336	2.380	1.978	2.462	3.400	96.417
1.122	2.902	1.004	1.983	1.084	1.983	63.083
1.261	0.828	0.405	1.584	1.279	1.914	57.244
2.465	0.609	0.355	1.810	2.504	1.810	60.320
1.507	4.953	1.697	0.837	1.478	1.149	75.190
2.272	3.387	1.180	1.998	2.264	2.341	73.097
2.952	15.629	4.845	1.914	2.892	1.914	122.066
1.976	3.008	1.105	1.656	1.959	1.975	68.001
3.137	0.227	0.240	1.396	3.137	1.961	63.464
1.000	2.777	1.075	1.470	0.982	2.022	86.953
1.497	5.941	1.939	1.022	1.482	1.022	84.404
1.946	7.949	2.588	1.781	1.916	1.781	86.461
2.644	3.242	1.098	1.793	2.627	1.793	68.929
1.836	9.551	3.084	1.010	1.799	1.745	92.632
2.037	15.609	4.933	1.866	2.047	2.441	109.971
2.407	10.309	3.249	0.887	2.408	0.887	97.422
1.639	2.941	1.093	1.799	1.686	2.123	67.231
1.639	9.930	3.088	1.014	1.678	1.014	90.483
2.536	15.551	4.853	1.836	2.541	2.149	126.030
3.161	15.895	4.964	1.957	3.137	2.845	130.993
3.309	13.996	4.425	1.934	3.321	1.934	120.059
3.006	15.066	4.715	1.789	3.040	2.206	124.580
2.431	5.086	1.659	1.092	2.431	1.414	75.232
3.046	1.750	0.713	1.315	3.065	2.021	69.614
3.815	9.605	3.085	0.237	3.866	0.577	98.305
3.752	4.051	1.403	1.979	3.757	1.979	82.549
1.778	12.793	4.010	1.989	1.778	1.989	107.785
1.985	13.688	4.231	1.965	2.019	2.415	113.460
2.045	2.480	0.861	1.304	2.028	1.304	60.191
2.318	14.391	4.505	1.996	2.292	2.842	121.819
2.733	10.645	3.396	1.822	2.742	2.494	106.593
1.210	12.328	3.878	1.969	1.167	1.969	103.965
2.076	15.750	4.889	1.797	2.055	2.912	124.686
2.054	6.082	2.012	1.998	2.065	2.349	82.413
2.782	7.418	2.421	1.648	2.759	1.648	88.035
2.057	8.152	2.571	1.758	2.046	2.060	90.336
2.038	15.535	4.809	1.951	2.023	1.951	119.583
1.208	0.285	0.328	1.308	1.179	1.816	52.898
1.400	9.023	2.902	1.973	1.381	1.973	90.217
3.580	13.906	4.438	1.782	3.608	2.205	122.587
3.471	15.406	4.809	1.681	3.434	1.681	124.456
3.109	5.121	1.661	1.986	3.138	1.986	81.849
3.970	12.863	4.070	1.998	3.982	1.998	117.702
1.724	14.219	4.461	2.000	1.711	2.000	100.709
1.986	0.555	0.362	1.803	1.983	2.129	60.844
2.560	14.992	4.607	1.985	2.552	2.527	124.018
3.489	7.574	2.452	1.993	3.520	1.993	93.697
1.550	4.266	1.459	1.073	1.557	1.073	67.192
1.626	3.953	1.366	1.305	1.646	1.305	67.937
1.678	12.641	3.948	1.302	1.679	1.626	103.341
3.804	7.043	2.285	1.879	3.815	1.879	92.953
1.454	2.539	0.934	1.422	1.448	1.422	58.331
3.261	11.000	3.511	1.984	3.270	1.984	107.920
2.436	3.797	1.334	1.696	2.448	1.696	69.649
1.537	2.051	0.803	0.814	1.537	1.145	58.220
2.043	4.820	1.680	1.226	2.061	1.600	77.171
2.578	0.945	0.510	1.579	2.571	1.579	59.781
2.518	2.211	0.773	1.651	2.505	1.993	68.551
2.561	4.133	1.420	1.970	2.559	3.703	82.595
1.397	4.504	1.539	1.326	1.437	1.709	69.745
1.456	11.738	3.678	2.000	1.454	2.000	104.134
1.887	14.273	4.399	1.995	1.883	2.393	116.680
2.627	8.242	2.598	1.553	2.600	1.553	93.137
1.673	0.074	0.249	1.999	1.679	2.336	57.682
2.796	10.266	3.236	1.806	2.777	1.806	99.942
1.921	3.582	1.207	1.413	1.972	1.413	67.166
2.247	2.852	1.090	1.995	2.275	1.995	69.723
2.127	6.836	2.223	1.521	2.134	2.232	88.106
1.413	5.980	2.013	1.632	1.411	1.632	74.909
1.699	3.277	1.116	1.828	1.705	2.193	69.637
1.422	2.840	1.024	1.983	1.384	1.983	64.238
1.535	15.812	4.939	0.592	1.526	1.738	116.502
2.686	7.812	2.609	1.983	2.696	2.628	95.589
3.322	7.598	2.521	1.787	3.286	1.787	102.554
1.249	2.008	0.813	1.775	1.242	2.095	46.200
2.059	7.586	2.495	1.931	2.021	2.356	88.208
3.229	0.090	0.222	1.834	3.216	2.176	63.183
2.182	0.215	0.229	1.913	2.188	2.223	59.687
2.443	1.484	0.641	1.979	2.441	1.979	64.191
2.880	15.945	4.995	1.262	2.879	1.262	123.124
2.156	0.805	0.437	1.401	2.148	1.401	60.540
1.506	4.523	1.560	1.991	1.473	2.399	70.469
2.348	9.285	2.965	1.702	2.379	1.702	95.121
3.191	2.305	0.824	1.893	3.181	1.893	70.848
2.713	3.145	1.131	1.987	2.718	3.054	76.561
1.350	6.398	2.123	1.932	1.373	2.233	37.295
2.264	8.805	2.876	1.603	2.269	2.080	95.027
2.343	14.500	4.506	1.665	2.305	1.665	116.096
2.507	12.531	3.986	1.784	2.490	2.102	111.082
2.038	8.188	2.667	1.668	2.034	2.251	90.750
2.319	10.957	3.459	1.875	2.301	2.306	103.101
0.989	11.762	3.755	1.604	1.004	2.334	105.772
1.505	12.965	4.085	1.441	1.520	1.850	4838.334
0.714	4.637	1.508	1.795	0.732	1.795	64.244
3.218	2.660	1.001	1.829	3.216	2.152	66.452
3.298	14.492	4.535	0.241	3.329	0.717	117.703
1.980	4.168	1.469	1.748	1.972	2.620	74.836
1.747	5.207	1.750	1.835	1.767	3.093	82.726
1.935	11.387	3.596	1.906	1.916	2.850	103.262
2.130	10.883	3.538	0.907	2.137	1.247	97.789
1.319	7.945	2.587	1.841	1.321	3.048	91.587
1.325	11.629	3.668	2.000	1.314	2.000	101.378
1.527	5.711	1.823	0.598	1.526	0.921	70.693
3.442	3.848	1.357	1.893	3.429	2.202	81.342
1.982	13.273	4.138	1.231	1.984	1.231	103.280
2.662	13.359	4.156	1.905	2.636	2.317	112.892
1.424	15.926	4.887	1.459	1.422	1.459	123.247
1.868	6.062	1.998	1.893	1.860	1.893	80.657
1.645	6.988	2.292	0.661	1.664	0.661	74.758
1.333	0.918	0.439	1.933	1.312	1.933	55.225
1.286	9.730	3.075	1.340	1.336	1.340	86.180
2.106	9.176	2.878	1.905	2.097	1.905	93.970
2.695	10.734	3.369	1.685	2.702	2.049	104.172
1.945	8.484	2.733	1.904	1.977	1.904	86.640
1.726	7.805	2.560	1.734	1.717	1.734	78.220
1.882	12.156	3.780	1.891	1.844	2.260	105.862
1.397	8.180	2.626	1.999	1.405	1.999	83.345
2.072	9.199	2.908	1.996	2.059	1.996	91.210
1.165	11.449	3.693	1.995	1.171	2.328	102.292
1.950	10.406	3.380	1.697	1.927	1.697	101.028
2.126	11.871	3.718	1.636	2.136	2.004	103.650
3.342	7.992	2.601	1.758	3.334	1.758	92.967
2.087	3.969	1.386	1.988	2.076	1.988	73.477
3.239	3.648	1.243	1.999	3.251	2.299	79.303
3.587	8.770	2.740	1.956	3.589	2.381	103.066
1.606	7.656	2.539	1.999	1.596	2.770	90.729
2.491	12.027	3.843	1.992	2.454	2.297	110.508
2.605	12.137	3.797	0.060	2.599	0.551	102.479
1.647	0.926	0.418	1.993	1.674	2.350	62.943
1.914	13.852	4.312	1.601	1.888	1.601	120.452
1.908	9.770	3.087	1.919	1.895	3.054	101.237
1.243	2.016	0.777	1.004	1.228	1.482	59.083
2.435	7.516	2.434	1.873	2.458	1.873	84.007
1.491	4.480	1.555	1.926	1.474	2.527	49.770
1.776	10.852	3.404	1.432	1.761	1.756	97.233
1.701	15.957	4.967	2.000	1.708	2.377	125.668
1.310	6.105	1.988	1.999	1.310	1.999	77.713
1.894	8.367	2.612	1.548	1.894	1.548	90.530
1.479	6.168	2.030	1.285	1.459	1.285	74.902
2.643	2.871	1.010	1.925	2.597	1.925	71.892
2.568	9.555	3.054	0.702	2.612	0.702	96.115
2.432	6.266	2.122	1.817	2.424	1.817	86.333
3.898	13.832	4.275	1.701	3.888	2.150	123.661
1.792	10.906	3.436	1.918	1.812	1.918	83.310
1.497	1.477	0.693	1.691	1.477	1.691	56.964
3.114	6.031	1.950	1.344	3.131	1.931	86.898
1.650	0.500	0.314	1.447	1.629	1.447	53.829
2.364	7.754	2.443	1.474	2.363	1.873	90.924
1.857	8.102	2.673	0.612	1.843	1.065	84.963
1.783	13.000	4.103	1.909	1.786	2.239	109.459
2.451	9.164	2.921	0.986	2.428	0.986	95.934
2.803	2.438	0.911	1.733	2.789	2.691	72.331
1.780	0.023	0.210	1.999	1.755	1.999	51.889
1.751	8.562	2.741	1.858	1.748	1.858	99.858
2.457	6.863	2.262	1.965	2.449	1.965	86.052
1.812	4.477	1.460	1.717	1.845	2.138	65.786
1.199	4.758	1.630	1.911	1.215	1.911	72.070
2.138	7.379	2.354	2.000	2.130	2.000	87.077
3.507	10.848	3.434	0.900	3.555	0.900	103.940
2.604	13.539	4.280	1.276	2.600	1.582	112.798
2.358	6.035	2.014	1.988	2.350	1.988	80.800
3.753	5.621	1.929	2.000	3.774	2.000	87.124
4.833	7.266	2.383	1.926	4.799	2.397	103.796
2.725	9.312	2.927	2.000	2.731	4.005	108.098
0.987	10.457	3.293	1.335	0.969	1.335	90.219
2.238	9.559	3.039	2.000	2.230	3.573	104.650
3.097	4.168	1.438	1.764	3.092	2.482	82.163
2.706	10.301	3.325	2.000	2.700	2.341	106.283
4.013	12.543	3.919	1.936	4.010	1.936	118.559
2.052	11.629	3.739	1.998	2.005	1.998	104.094
2.091	0.980	0.497	1.278	2.082	1.278	56.886
2.273	14.312	4.466	1.977	2.252	1.977	116.010
1.596	12.453	3.923	1.663	1.591	1.663	72.786
2.215	5.176	1.795	1.979	2.180	2.325	93.479
1.794	9.637	3.102	1.225	1.759	1.791	94.214
1.665	5.547	1.812	1.772	1.661	1.772	75.337
1.167	10.543	3.343	1.016	1.179	1.412	94.669
2.739	12.320	3.852	1.502	2.704	1.502	105.289
2.893	0.348	0.284	1.253	2.881	1.253	76.008
1.259	0.512	0.318	1.664	1.296	2.051	59.758
2.707	1.172	0.523	0.984	2.719	1.301	56.073
1.522	6.914	2.254	1.984	1.526	1.984	81.993
2.594	10.770	3.364	1.095	2.533	1.095	98.543
2.614	1.465	0.596	1.993	2.607	1.993	65.628
0.972	2.648	0.982	2.000	0.987	2.000	60.906
1.976	14.469	4.528	1.999	1.950	1.999	114.447
1.595	10.441	3.312	1.456	1.582	1.456	94.499
1.163	9.965	3.154	2.000	1.203	2.000	93.214
1.268	10.613	3.309	1.857	1.268	2.239	96.101
2.285	3.898	1.341	1.954	2.284	1.954	73.234
1.267	3.871	1.349	1.998	1.272	1.998	71.777
2.111	3.969	1.323	1.670	2.071	1.670	69.947
2.486	9.305	2.948	2.000	2.476	2.000	96.897
2.454	11.750	3.736	1.858	2.465	1.858	105.971
2.742	9.238	2.920	0.853	2.704	0.853	90.115
3.046	12.047	3.770	1.371	3.075	1.371	106.371
2.331	7.125	2.348	1.092	2.342	1.414	80.253
3.709	1.035	0.529	1.967	3.655	2.566	87.409
2.144	15.398	4.776	1.820	2.166	1.820	120.857
1.522	0.926	0.442	1.853	1.537	1.853	54.611
1.886	7.312	2.413	1.997	1.890	2.381	88.196
1.328	5.027	1.704	1.417	1.330	1.720	71.154
2.207	11.387	3.541	1.114	2.207	1.114	97.232
2.212	13.281	4.211	1.999	2.190	2.461	117.659
2.941	15.535	4.817	0.917	2.932	1.281	117.517
2.191	8.848	2.920	1.241	2.212	1.241	89.926
3.468	5.488	1.865	1.433	3.510	1.433	83.639
2.124	1.262	0.519	1.686	2.116	1.686	62.661
2.145	7.781	2.569	1.962	2.145	2.681	94.123
2.518	11.848	3.765	1.995	2.552	2.883	111.285
2.503	9.961	3.113	0.831	2.531	1.187	92.575
1.063	7.316	2.414	1.564	1.080	1.564	81.411
2.241	2.230	0.896	1.645	2.234	2.242	69.681
1.836	11.672	3.642	1.286	1.847	1.610	100.727
1.763	5.895	1.971	0.496	1.760	1.274	76.567
2.684	3.969	1.316	1.889	2.683	2.208	75.691
4.021	15.027	4.727	1.798	4.002	2.196	129.616
2.451	9.355	3.072	1.999	2.435	1.999	98.039
3.383	15.801	4.850	1.907	3.370	1.907	127.804
2.666	14.312	4.528	1.545	2.698	2.568	121.770
1.878	3.027	1.080	0.820	1.874	0.820	62.677
3.395	1.793	0.694	1.961	3.385	2.402	76.134
2.122	11.336	3.541	1.865	2.108	2.399	104.339
1.695	5.445	1.813	1.815	1.701	2.771	81.419
3.156	8.730	2.760	1.091	3.135	1.091	93.122
1.582	14.691	4.564	1.967	1.599	2.637	117.476
1.843	10.535	3.403	1.975	1.810	2.571	61.214
1.396	7.328	2.378	1.382	1.375	1.975	83.219
3.205	15.941	4.986	1.340	3.244	2.935	132.414
1.746	2.027	0.804	0.967	1.771	0.967	58.942
2.736	5.836	1.899	1.339	2.743	1.339	79.186
1.400	10.844	3.417	1.958	1.404	1.958	95.755
2.242	4.172	1.462	1.991	2.233	1.991	74.612
2.124	8.016	2.569	1.958	2.131	1.958	88.333
2.139	4.297	1.484	1.979	2.165	3.138	84.056
1.700	2.844	0.994	1.705	1.685	2.955	71.901
3.041	14.320	4.390	1.912	3.029	1.912	123.702
1.586	11.688	3.678	1.511	1.582	1.511	93.850
1.211	15.480	4.879	1.633	1.203	1.633	112.716
