1.994	1.040	3.961	0.133	2.923	44.092
1.962	1.123	12.352	0.164	2.609	57.699
1.483	1.380	5.258	0.117	2.915	44.912
1.247	1.747	11.016	0.250	1.819	62.612
1.765	1.212	8.863	0.156	2.644	56.215
1.632	2.251	6.414	0.102	2.871	65.137
1.933	1.223	4.523	0.125	1.837	45.745
1.589	1.188	3.965	0.102	2.467	39.886
1.999	1.843	5.383	0.188	5.036	58.466
1.904	1.525	2.398	0.180	1.980	45.103
1.213	1.215	5.562	0.125	3.512	51.360
1.957	2.538	8.496	0.164	2.933	75.645
0.846	1.544	2.785	0.125	5.409	51.889
1.647	2.247	13.488	0.133	5.308	81.553
1.146	1.023	3.566	0.125	6.094	48.415
1.718	1.138	14.270	0.141	1.260	61.206
1.725	1.185	11.355	0.234	2.904	58.638
1.330	1.278	0.004	0.133	2.953	34.380
1.997	1.069	2.531	0.109	3.040	44.553
1.995	1.003	0.160	0.180	2.608	34.493
2.000	1.074	14.715	0.203	2.119	59.574
1.964	1.065	12.977	0.188	2.667	58.132
1.379	1.604	9.254	0.180	1.944	54.132
1.939	1.627	1.930	0.188	2.278	45.565
1.850	2.028	7.961	0.164	2.547	60.974
1.008	1.339	10.297	0.062	3.082	56.125
1.874	1.225	9.227	0.180	2.326	51.592
1.599	1.118	11.680	0.125	2.071	56.463
1.817	1.799	7.598	0.195	5.050	66.440
0.992	1.051	12.297	0.172	2.672	53.633
1.308	1.127	5.848	0.164	2.463	44.322
1.798	1.462	0.184	0.219	4.138	44.430
1.989	1.314	8.797	0.141	1.367	56.961
1.847	1.095	8.535	0.133	2.500	47.320
1.859	1.305	3.906	0.133	5.590	50.854
1.981	1.087	13.746	0.141	4.027	60.690
1.087	1.229	2.398	0.109	4.064	42.483
1.115	1.012	3.621	0.086	2.561	40.411
1.534	1.211	9.754	0.133	2.971	54.147
1.433	1.152	1.848	0.148	3.729	40.767
1.215	1.405	2.602	0.188	2.202	42.169
1.996	1.283	15.152	0.188	4.889	68.686
1.807	1.191	4.035	0.141	2.552	42.930
1.993	1.133	14.891	0.203	2.094	65.278
1.980	1.646	3.094	0.180	2.067	52.365
2.000	1.089	13.625	0.148	1.899	59.368
1.939	1.026	5.699	0.172	4.257	47.996
1.774	1.024	7.461	0.188	2.586	51.229
1.814	1.147	10.164	0.102	4.197	55.606
1.759	1.144	0.324	0.156	2.833	30.486
0.498	2.676	14.227	0.156	4.316	83.123
1.079	1.453	13.293	0.164	3.190	63.203
1.834	1.157	5.688	0.133	4.208	49.201
1.712	1.403	11.418	0.180	5.168	64.630
1.888	1.422	10.082	0.086	2.126	58.096
1.982	1.173	7.324	0.180	2.682	50.233
1.948	1.367	7.871	0.211	3.583	53.079
1.764	1.189	1.996	0.164	2.256	39.476
1.470	2.133	0.535	0.172	2.312	45.667
2.000	1.064	5.984	0.188	2.629	42.198
1.775	1.252	12.508	0.156	3.039	57.240
1.109	1.359	4.367	0.156	1.220	41.647
1.624	1.061	15.102	0.125	3.934	65.944
1.670	3.514	1.738	0.133	2.043	78.077
1.747	1.311	2.559	0.234	3.399	46.325
1.900	1.395	5.418	0.172	2.814	45.218
1.749	1.553	13.539	0.094	2.312	64.000
1.469	1.377	1.156	0.227	3.199	40.180
1.999	1.290	7.449	0.133	4.103	56.979
1.180	2.210	3.922	0.156	1.668	54.956
1.936	1.133	7.695	0.180	3.815	56.265
1.468	1.407	15.691	0.148	1.400	62.819
1.158	2.662	9.945	0.203	3.211	76.522
1.987	1.850	15.207	0.156	4.070	79.982
2.000	1.028	0.098	0.148	2.497	35.952
1.310	1.052	2.293	0.164	1.655	42.253
1.410	1.025	14.887	0.117	5.202	65.211
1.826	1.193	4.660	0.188	3.657	49.498
1.918	1.007	8.797	0.180	3.606	51.926
1.593	1.136	8.781	0.164	2.576	50.459
0.622	1.133	0.324	0.109	2.988	32.734
1.931	1.086	12.754	0.172	2.898	56.466
1.925	2.300	14.801	0.117	4.807	83.991
1.950	1.155	12.746	0.172	1.128	56.572
1.552	1.236	0.832	0.172	4.138	44.542
1.095	2.462	0.652	0.164	5.012	58.753
1.234	3.354	4.758	0.164	3.253	82.361
1.910	1.095	0.691	0.094	3.008	35.542
1.568	1.332	3.344	0.188	3.109	44.000
1.999	1.276	7.746	0.211	3.448	51.831
1.015	1.059	14.797	0.180	2.486	58.403
0.954	1.455	12.191	0.109	3.922	62.615
1.847	1.102	5.777	0.117	6.445	59.166
1.995	1.574	3.887	0.141	1.974	49.849
1.555	1.005	5.852	0.148	2.416	41.359
1.780	1.017	6.461	0.172	2.285	43.659
1.903	1.042	0.062	0.188	3.155	38.505
1.947	2.499	13.746	0.156	4.073	85.849
1.929	1.059	14.375	0.172	1.460	60.627
1.928	1.196	1.473	0.180	2.169	40.167
1.980	1.199	5.363	0.141	2.866	44.260
1.801	2.749	12.258	0.203	4.155	82.638
1.641	1.072	0.785	0.172	3.174	41.322
1.975	1.036	8.777	0.188	1.694	48.964
1.915	1.022	9.559	0.180	2.074	52.801
1.791	1.542	9.191	0.273	1.058	52.058
1.946	2.461	11.301	0.188	2.428	76.549
0.915	1.828	13.578	0.156	1.622	66.046
0.913	1.408	7.629	0.156	5.270	56.939
1.990	2.594	1.980	0.133	1.396	58.673
1.560	1.001	13.832	0.195	3.168	63.803
1.980	1.308	10.078	0.250	1.894	59.062
1.595	1.441	8.395	0.141	5.894	63.193
1.927	4.562	15.594	0.164	2.206	139.446
1.776	1.325	6.754	0.148	1.690	49.775
1.685	1.056	8.133	0.164	2.892	49.852
1.823	1.117	9.074	0.164	2.397	52.089
1.842	1.643	15.219	0.133	1.434	65.106
1.853	3.106	8.898	0.117	2.749	86.845
1.205	1.064	5.332	0.102	2.223	40.568
0.763	1.259	13.527	0.125	4.060	61.957
2.000	1.474	9.027	0.180	2.768	59.462
1.982	3.153	15.711	0.117	3.603	98.458
1.990	1.173	1.527	0.227	2.229	42.177
0.178	1.995	7.090	0.172	3.169	55.698
1.688	1.590	11.164	0.133	2.720	60.578
1.604	1.015	5.895	0.164	1.516	44.766
1.890	3.048	0.809	0.148	2.291	71.332
1.941	1.610	4.590	0.156	2.046	49.759
0.958	3.479	4.977	0.148	2.015	84.875
1.241	1.689	7.234	0.219	2.801	52.138
1.920	1.059	8.531	0.203	3.438	52.982
1.131	1.224	7.316	0.148	5.237	54.870
1.535	1.030	10.508	0.117	3.388	54.323
1.764	1.202	3.828	0.156	3.178	43.776
0.581	1.289	10.301	0.164	2.581	53.380
1.410	1.421	8.656	0.156	4.005	55.475
1.659	1.253	12.336	0.203	4.174	63.170
1.663	1.625	9.098	0.164	5.744	62.629
1.819	1.912	5.273	0.164	2.467	59.331
0.745	1.331	15.973	0.227	2.324	65.388
1.969	1.245	4.480	0.156	1.629	43.249
1.922	1.023	1.344	0.172	2.094	41.124
0.902	1.491	1.902	0.125	3.356	40.506
2.000	3.503	3.934	0.164	4.324	94.465
1.906	1.365	5.797	0.133	4.332	50.521
1.834	1.010	7.090	0.180	3.847	46.306
1.742	3.063	2.062	0.125	5.767	78.631
1.294	1.253	14.184	0.133	3.086	61.913
1.699	1.200	7.285	0.125	2.404	51.833
1.970	1.617	10.496	0.141	4.372	67.390
1.984	1.158	10.625	0.164	4.365	57.868
1.880	1.032	13.680	0.172	2.941	60.806
1.819	1.130	11.484	0.211	3.186	58.387
0.355	1.057	6.078	0.117	3.436	44.377
1.994	1.090	9.719	0.180	3.676	57.483
1.928	1.153	7.906	0.109	2.134	51.432
1.802	1.155	15.637	0.133	2.188	62.508
1.045	1.203	11.004	0.148	4.610	63.108
1.891	1.024	14.113	0.125	2.955	61.694
1.998	1.177	7.246	0.141	4.006	53.919
0.957	1.348	3.109	0.148	3.757	45.484
1.983	1.139	9.133	0.180	1.878	52.567
1.555	1.069	12.020	0.242	2.982	57.586
1.720	3.870	8.414	0.141	3.321	101.090
0.540	1.470	14.285	0.133	1.939	61.194
1.990	1.006	0.727	0.172	1.826	38.499
1.744	1.316	13.359	0.172	2.700	56.596
1.694	1.680	12.754	0.156	1.952	64.161
1.758	1.265	3.152	0.148	2.119	41.018
1.946	1.283	10.059	0.133	2.379	57.845
1.452	1.430	3.367	0.164	3.728	50.064
1.839	1.096	3.078	0.156	3.726	47.277
1.429	1.041	15.816	0.266	2.555	61.714
0.567	1.078	11.215	0.094	3.380	48.046
1.908	1.243	12.148	0.148	2.456	61.925
1.425	1.247	4.727	0.117	1.875	42.228
1.952	1.059	10.613	0.211	2.149	60.397
1.289	1.840	15.965	0.117	4.141	79.420
1.767	1.970	7.027	0.164	2.212	58.248
1.960	1.103	12.625	0.156	5.528	69.296
1.944	1.121	10.055	0.148	1.680	51.864
1.623	1.050	13.898	0.172	4.476	59.529
1.332	1.113	8.121	0.148	1.709	49.942
1.557	1.100	2.531	0.172	2.914	39.154
1.935	1.004	15.941	0.109	3.727	64.870
1.804	1.153	4.559	0.258	2.329	45.766
1.952	1.501	3.402	0.180	4.587	48.507
1.997	1.352	0.332	0.141	3.060	43.629
1.865	2.935	8.414	0.164	2.303	80.417
1.986	1.023	8.895	0.156	3.104	57.027
1.965	1.358	10.871	0.156	1.547	60.131
1.882	1.086	12.086	0.164	4.051	63.748
1.457	1.161	5.738	0.102	2.525	46.071
1.334	1.068	9.102	0.180	1.244	50.267
1.797	1.012	13.965	0.102	2.093	61.607
1.872	1.092	1.480	0.133	3.697	40.099
1.525	1.024	14.809	0.203	1.179	61.641
1.876	1.272	0.383	0.242	1.804	39.230
1.969	1.055	11.395	0.148	2.133	58.581
1.998	1.015	11.633	0.211	2.337	52.759
1.966	1.208	11.195	0.148	3.121	53.254
1.988	1.048	12.379	0.117	3.656	63.336
1.996	1.411	15.363	0.133	2.330	65.844
1.529	1.078	3.770	0.211	1.762	38.020
1.730	1.184	10.359	0.125	2.161	51.070
1.000	1.278	8.559	0.164	2.793	48.886
1.622	1.128	6.711	0.117	2.108	45.936
1.958	1.000	14.234	0.172	2.188	55.441
1.985	2.580	0.285	0.141	4.162	60.978
1.920	1.659	7.867	0.188	3.431	54.848
0.959	1.040	15.293	0.156	2.181	55.639
1.009	1.842	0.695	0.188	2.154	46.150
1.015	1.373	13.641	0.102	4.185	65.148
1.954	1.200	6.449	0.141	3.377	56.055
1.640	1.096	8.285	0.141	3.275	53.593
1.826	1.087	14.863	0.148	1.965	63.681
1.087	1.363	2.844	0.102	3.483	45.130
1.987	1.449	3.922	0.266	2.547	49.447
1.936	1.028	0.949	0.102	3.057	36.913
1.796	1.117	1.242	0.109	3.194	41.389
1.867	1.341	9.805	0.219	3.438	55.043
1.876	1.119	7.855	0.156	3.675	57.290
1.942	1.028	2.961	0.141	2.532	42.511
0.419	1.184	13.363	0.117	3.201	60.455
2.000	2.159	4.297	0.125	2.344	53.050
1.889	1.627	15.918	0.164	1.397	72.200
1.868	1.116	12.461	0.102	2.723	58.822
1.663	7.058	12.414	0.102	3.149	240.340
1.874	1.172	13.496	0.172	3.736	63.355
1.513	1.664	13.684	0.133	2.857	64.326
1.899	1.035	0.109	0.125	4.726	41.100
1.771	1.682	8.914	0.148	3.313	56.471
1.974	1.009	7.480	0.148	1.449	42.733
1.712	1.727	13.504	0.102	1.853	65.369
1.787	1.028	7.781	0.141	2.422	51.000
1.976	1.105	7.715	0.133	3.072	45.224
1.991	1.777	14.656	0.156	3.130	70.148
1.276	1.216	1.762	0.109	1.754	38.114
1.992	1.007	14.277	0.156	2.657	59.465
1.986	2.072	10.969	0.141	3.158	68.117
1.986	2.254	2.195	0.109	1.272	52.512
1.400	1.276	3.320	0.211	2.726	43.552
1.999	2.051	14.238	0.148	1.474	72.177
1.160	1.591	0.016	0.211	1.534	37.615
1.099	1.359	2.402	0.125	4.618	43.104
1.858	1.156	6.070	0.148	2.151	48.336
1.114	1.070	13.332	0.133	2.254	58.211
0.452	1.024	1.152	0.164	3.875	32.449
0.986	1.308	9.496	0.141	2.510	50.480
1.963	2.853	4.066	0.133	2.260	68.846
1.377	1.316	10.742	0.180	2.123	48.941
1.874	1.420	11.637	0.188	2.585	65.252
1.878	1.181	1.207	0.180	2.945	44.197
1.239	1.260	9.738	0.211	2.303	49.653
1.935	1.131	9.891	0.117	3.701	58.207
1.766	1.040	10.520	0.203	4.023	55.431
1.854	1.519	4.234	0.141	2.977	45.938
1.822	1.002	2.523	0.117	3.823	39.373
0.400	1.684	13.160	0.141	2.171	60.140
